month,returns,,,,,,,,
1989-07,0.0884,,,,,,,,
1989-08,0.0155,,,,,,,,
1989-09,-0.0065,,,,,,,,
1989-10,-0.0252,,,,,,,,
1989-11,0.0165,,,,,,,,
1989-12,0.0214,,,,,,,,
1990-01,-0.0688,,,,,,,,
1990-02,0.0085,,,,,,,,
1990-03,0.0243,,,,,,,,
1990-04,-0.0269,,,,,,,,
1990-05,0.092,,,,,,,,
1990-06,-0.0089,,,,,,,,
1990-07,-0.0052,,,,,,,,
1990-08,-0.0943,,,,,,,,
1990-09,-0.0512,,,,,,,,
1990-10,-0.0067,,,,,,,,
1990-11,0.0599,,,,,,,,
1990-12,0.0248,,,,,,,,
1991-01,0.0415,,,,,,,,
1991-02,0.0673,,,,,,,,
1991-03,0.0222,,,,,,,,
1991-04,0.0003,,,,,,,,
1991-05,0.0386,,,,,,,,
1991-06,-0.0479,,,,,,,,
1991-07,0.0449,,,,,,,,
1991-08,0.0196,,,,,,,,
1991-09,-0.0191,,,,,,,,
1991-10,0.0119,,,,,,,,
1991-11,-0.0439,,,,,,,,
1991-12,0.1116,,,,,,,,
